367,130,337,130,337,110,367,110
288,277,288,262,303,262,303,277
214,70,214,36,413,36,413,70
167,232,167,211,183,211,183,232
463,276,435,276,435,263,463,263
219,181,182,181,182,161,219,161
237,181,237,161,254,161,254,181
472,276,472,263,510,263,510,276
121,275,121,261,168,261,168,275
279,276,250,276,250,263,279,263
151,233,121,233,121,207,151,207
340,234,340,204,507,204,507,234
313,277,313,262,337,262,337,277
470,182,470,160,528,160,528,182
241,440,241,421,312,421,312,440
179,277,179,261,240,261,240,277
124,138,124,102,312,102,312,138
426,277,346,277,346,262,426,262
20,182,20,153,162,153,162,182
212,412,212,393,267,393,267,412
545,180,545,153,608,153,608,180
386,132,386,104,512,104,512,132
321,437,321,422,391,422,391,437
397,180,397,153,455,153,455,180
381,182,270,182,270,153,381,153
198,232,198,203,325,203,325,232
