img_1: 56,228,56,36,921,36,921,228,0.988
img_1: 168,1224,168,1096,457,1096,457,1224,0.977
img_1: 128,839,128,706,480,706,480,839,0.92
img_1: 532,1204,532,1072,729,1072,729,1204,0.919
img_1: 89,1019,89,889,449,889,449,1019,0.903
img_1: 520,1022,520,920,833,920,833,1022,0.897
img_1: 544,839,544,716,940,716,940,839,0.872
img_1: 287,449,287,258,661,258,661,449,0.862
img_1: 1,831,1,708,74,708,74,831,0.635
img_10: 1583,431,1583,381,1748,381,1748,431,0.991
img_10: 1031,379,1031,311,1226,311,1226,379,0.984
img_10: 1088,1254,1088,1155,1195,1155,1195,1254,0.979
img_10: 1039,464,1039,402,1267,402,1267,464,0.971
img_10: 1260,364,1260,311,1445,311,1445,364,0.931
img_10: 2315,2272,2315,2186,2602,2186,2602,2272,0.924
img_10: 1297,446,1297,389,1542,389,1542,446,0.922
img_10: 1256,1272,1244,1108,2032,1049,2044,1213,0.814
img_10: 1045,2301,1020,2193,1075,2180,1100,2289,0.58
img_10: 1462,2584,1091,2197,1208,2085,1578,2473,0.579
img_101: 187,402,187,347,279,347,279,402,0.937
img_101: 106,518,106,437,364,437,364,518,0.92
img_101: 120,286,120,77,357,77,357,286,0.611
img_102: 20,348,20,291,185,291,185,348,0.87
img_102: 280,351,280,301,445,301,445,351,0.855
img_102: 431,382,339,382,339,359,431,359,0.853
img_102: 328,379,124,379,124,354,328,354,0.645
img_103: 321,372,321,339,449,339,449,372,0.93
img_103: 177,369,177,337,302,337,302,369,0.912
img_103: 1,475,1,459,34,459,34,475,0.904
img_104: 148,278,148,116,618,116,618,278,0.736
img_105: 500,343,165,343,165,301,500,301,0.881
img_105: 40,248,40,118,489,118,489,248,0.612
img_106: 12,318,12,222,442,222,442,318,0.77
img_106: 382,319,382,287,529,287,529,319,0.611
img_107: 338,287,312,287,312,275,338,275,0.953
img_107: 352,289,352,276,395,276,395,289,0.926
img_107: 163,286,64,286,64,274,163,274,0.823
img_107: 8,266,8,210,545,210,545,266,0.814
img_107: 406,292,406,276,498,276,498,292,0.795
img_107: 215,286,215,273,300,273,300,286,0.749
img_107: 447,270,447,207,553,207,553,270,0.579
img_108: 285,479,285,430,579,430,579,479,0.792
img_108: 47,479,47,429,285,429,285,479,0.762
img_109: 295,112,295,34,496,34,496,112,0.774
img_109: 324,119,49,119,49,32,324,32,0.692
img_11: 278,438,272,330,617,313,622,420,0.822
img_11: 41,343,41,198,607,198,607,343,0.724
img_11: 217,181,217,46,375,46,375,181,0.642
img_111: 276,398,276,349,561,349,561,398,0.944
img_111: 261,327,261,275,552,275,552,327,0.905
img_111: 134,255,134,197,555,197,555,255,0.827
img_112: 18,309,18,123,604,123,604,309,0.9
img_112: 21,116,21,63,319,63,319,116,0.851
img_112: 350,117,350,65,579,65,579,117,0.81
img_112: 526,39,526,1,634,1,634,39,0.665
img_113: 175,528,65,528,65,503,175,503,0.981
img_113: 121,480,75,480,75,453,121,453,0.981
img_113: 180,352,180,332,243,332,243,352,0.966
img_113: 188,324,188,309,234,309,234,324,0.946
img_113: 260,484,138,484,138,460,260,460,0.937
img_113: 364,529,271,529,271,505,364,505,0.921
img_113: 354,483,281,483,281,455,354,455,0.905
img_113: 195,529,195,506,251,506,251,529,0.903
img_114: 468,408,468,396,514,396,514,408,0.906
img_114: 336,405,336,361,494,361,494,405,0.713
img_114: 335,350,335,303,474,303,474,350,0.543
img_115: 111,118,111,100,203,100,203,118,0.949
img_115: 259,76,259,55,377,55,377,76,0.946
img_115: 21,117,21,101,98,101,98,117,0.942
img_115: 390,75,390,57,456,57,456,75,0.931
img_115: 155,74,155,56,240,56,240,74,0.853
img_115: 265,51,265,13,467,13,467,51,0.83
img_115: 592,120,530,120,530,102,592,102,0.785
img_115: 233,49,139,49,139,11,233,11,0.747
img_115: 260,120,260,99,585,99,585,120,0.573
img_116: 239,86,239,44,283,44,283,86,0.603
img_117: 13,182,13,139,206,139,206,182,0.891
