1509,2049,1509,1904,1960,1904,1960,2049
941,1923,941,1798,1174,1798,1174,1923
2208,1804,2208,1676,2477,1676,2477,1804
927,1787,927,1555,1645,1555,1645,1787
1226,1888,1226,1791,1433,1791,1433,1888
1005,1536,1005,1424,1341,1424,1341,1536
1828,1838,1828,1708,2161,1708,2161,1838
2432,1379,2432,1281,2576,1281,2576,1379
2651,1767,2529,1767,2529,1660,2651,1660
1854,1327,1854,1055,2585,1055,2585,1327
1520,1501,1520,1380,1657,1380,1657,1501
1001,1423,1001,1159,1702,1159,1702,1423
1887,1456,1887,1313,2251,1313,2251,1456
