1944,2221,1944,2111,2390,2111,2390,2221
980,1028,980,932,1087,932,1087,1028
2425,1339,2425,1112,3410,1112,3410,1339
2468,1835,2468,1597,3491,1597,3491,1835
877,2017,877,1869,1705,1869,1705,2017
914,1828,914,1573,1756,1573,1756,1828
1843,1515,1843,1373,1979,1373,1979,1515
1187,1337,1187,1108,2051,1108,2051,1337
3191,1515,3191,1368,3406,1368,3406,1515
3149,2024,3149,1880,3442,1880,3442,2024
1552,2010,1399,2010,1399,1876,1552,1876
2476,1512,2476,1384,3084,1384,3084,1512
884,2015,884,1871,1069,1871,1069,2015
2570,2023,2570,1890,3082,1890,3082,2023
