2824,2151,2824,1847,3841,1847,3841,2151
867,2132,867,1853,2008,1853,2008,2132
3565,2385,3565,2202,3934,2202,3934,2385
941,2355,941,2186,1487,2186,1487,2355
3204,2385,3204,2225,3519,2225,3519,2385
933,1514,933,1379,1391,1379,1391,1514
990,1339,990,1057,2311,1057,2311,1339
2791,1362,2791,1077,3745,1077,3745,1362
2913,2375,2913,2190,3160,2190,3160,2375
1640,2358,1640,2187,1826,2187,1826,2358
879,948,879,831,999,831,999,948
1486,1531,1486,1373,1698,1373,1698,1531
1793,1532,1793,1389,2249,1389,2249,1532
3861,1022,3742,1022,3742,918,3861,918
2042,1773,2042,1626,2701,1626,2701,1773
