3750,2023,3750,1862,4172,1862,4172,2023
2692,1859,2692,1632,3928,1632,3928,1859
1126,1623,1126,1415,2186,1415,2186,1623
1012,2950,1012,2738,2151,2738,2151,2950
1180,2447,1180,2298,1828,2298,1828,2447
2246,2955,2246,2793,2585,2793,2585,2955
2670,2368,2670,2093,4245,2093,4245,2368
2675,2536,2675,2400,2982,2400,2982,2536
3251,2035,3251,1888,3627,1888,3627,2035
2668,2041,2668,1913,3126,1913,3126,2041
3950,2912,3950,2755,4301,2755,4301,2912
2771,2925,2771,2690,3885,2690,3885,2925
3712,2499,3712,2383,4264,2383,4264,2499
3060,2532,3060,2393,3473,2393,3473,2532
2287,1625,2287,1449,2936,1449,2936,1625
1196,2437,1196,2309,1300,2309,1300,2437
1130,1822,1130,1669,1796,1669,1796,1822
1942,1792,1942,1638,2170,1638,2170,1792
