1618,488,1618,430,1836,430,1836,488
1889,471,1889,420,2044,420,2044,471
1771,720,1771,679,1881,679,1881,720
1309,1633,1309,1602,1562,1602,1562,1633
2015,569,2015,508,2182,508,2182,569
2181,698,2117,698,2117,675,2181,675
1495,719,1495,698,1523,698,1523,719
2070,705,2020,705,2020,678,2070,678
2015,671,2015,618,2182,618,2182,671
1650,719,1592,719,1592,696,1650,696
1963,503,1939,503,1939,477,1963,477
2080,698,2080,676,2107,676,2107,698
2184,595,2128,595,2128,572,2184,572
1585,622,1523,622,1523,597,1585,597
1497,690,1497,639,1649,639,1649,690
1577,721,1547,721,1547,696,1577,696
