1907,2478,1907,2327,2375,2327,2375,2478
2655,2187,2655,2032,3489,2032,3489,2187
2651,2266,2651,2196,2823,2196,2823,2266
2448,1721,2448,1613,2811,1613,2811,1721
3499,1996,3234,1996,3234,1916,3499,1916
2696,2503,2696,2354,3291,2354,3291,2503
1808,1712,1808,1550,2378,1550,2378,1712
2590,2491,2413,2491,2413,2404,2590,2404
1791,1809,1791,1717,2170,1717,2170,1809
2388,1809,2243,1809,2243,1726,2388,1726
2706,1898,2706,1745,3488,1745,3488,1898
2663,1981,2663,1913,2911,1913,2911,1981
3331,2511,3331,2422,3511,2422,3511,2511
