1020,717,1020,671,1114,671,1114,717
2067,471,2067,374,2375,374,2375,471
2282,713,2282,668,2390,668,2390,713
1330,713,1224,713,1224,670,1330,670
1472,348,1472,303,1582,303,1582,348
1019,664,1019,569,1328,569,1328,664
1598,573,1598,504,1816,504,1816,573
1587,724,1587,656,1811,656,1811,724
1818,289,1818,206,2130,206,2130,289
2146,712,2089,712,2089,668,2146,668
1059,200,1023,200,1023,171,1059,171
1192,714,1134,714,1134,674,1192,674
2076,656,2076,557,2400,557,2400,656
1288,294,1288,207,1592,207,1592,294
1284,351,1284,309,1331,309,1331,351
2280,520,2280,478,2383,478,2383,520
1025,528,1025,483,1153,483,1153,528
1020,472,1020,378,1330,378,1330,472
2073,522,2073,481,2108,481,2108,522
2251,714,2195,714,2195,669,2251,669
1586,770,1586,730,1695,730,1695,770
1713,767,1713,728,1815,728,1815,767
