428,1979,428,1700,1523,1700,1523,1979
1870,1356,1870,1045,2841,1045,2841,1356
1967,1974,1967,1694,3187,1694,3187,1974
508,2149,508,2007,1061,2007,1061,2149
904,1534,904,1399,1311,1399,1311,1534
796,1362,796,1094,1676,1094,1676,1362
1388,2403,1388,2205,2128,2205,2128,2403
2917,2152,2917,2015,3092,2015,3092,2152
448,1146,448,1041,535,1041,535,1146
1283,2144,1103,2144,1103,2019,1283,2019
2535,1525,2535,1378,2706,1378,2706,1525
1521,1523,1365,1523,1365,1396,1521,1396
2058,1527,2058,1402,2466,1402,2466,1527
