1193,1247,1193,1132,1551,1132,1551,1247
1763,918,1763,868,1885,868,1885,918
897,683,897,569,1316,569,1316,683
607,877,607,772,999,772,999,877
1927,1201,1757,1201,1757,1142,1927,1142
1439,672,1439,559,1851,559,1851,672
591,940,591,890,713,890,713,940
617,636,617,569,679,569,679,636
1101,740,904,740,904,695,1101,695
845,1207,845,1152,993,1152,993,1207
2050,1188,2050,1139,2202,1139,2202,1188
1762,1131,1762,1013,2192,1013,2192,1131
1445,730,1445,688,1669,688,1669,730
1731,724,1731,678,1877,678,1877,724
1215,737,1215,689,1314,689,1314,737
1210,1015,1210,930,1540,930,1540,1015
