406,218,406,197,484,197,484,218
832,155,832,138,866,138,866,155
934,308,865,308,865,287,934,287
725,314,664,314,664,293,725,293
919,157,886,157,886,135,919,135
763,286,763,252,840,252,840,286
712,167,677,167,677,139,712,139
626,231,626,199,726,199,726,231
781,227,781,195,904,195,904,227
626,171,626,156,661,156,661,171
764,311,764,291,836,291,836,311
408,320,408,299,469,299,469,320
388,323,325,323,325,303,388,303
666,354,601,354,601,326,666,326
842,346,814,346,814,328,842,328
626,154,626,138,660,138,660,154
583,314,583,296,644,296,644,314
856,283,856,249,932,249,932,283
487,318,487,299,547,299,547,318
