1921,522,1775,522,1775,499,1921,499
1425,484,1425,417,1642,417,1642,484
1877,855,1801,855,1801,829,1877,829
1793,821,1793,768,1987,768,1987,821
1983,857,1913,857,1913,830,1983,830
1558,526,1558,491,1635,491,1635,526
1860,711,1706,711,1706,650,1860,650
1774,484,1774,416,2011,416,2011,484
1272,803,1272,771,1351,771,1351,803
1718,1698,1555,1698,1555,1642,1718,1642
1262,659,1262,622,1355,622,1355,659
1387,805,1387,768,1468,768,1468,805
2327,55,2327,5,2519,5,2519,55
1256,767,1256,688,1474,688,1474,767
1553,1736,1553,1717,1678,1717,1678,1736
