2706,972,2527,972,2527,903,2706,903
1674,1193,1674,1120,1865,1120,1865,1193
225,2455,225,2267,716,2267,716,2455
463,2567,463,2515,702,2515,702,2567
1755,1522,1755,1461,1860,1461,1860,1522
1359,1103,1359,938,1849,938,1849,1103
2369,1133,2369,1003,2810,1003,2810,1133
1490,910,1490,866,1803,866,1803,910
1368,1450,1368,1284,1844,1284,1844,1450
1487,852,1487,677,1961,677,1961,852
2240,887,2240,726,2693,726,2693,887
2392,1549,2392,1479,2761,1479,2761,1549
1352,1184,1352,1107,1639,1107,1639,1184
2400,1476,2400,1329,2841,1329,2841,1476
1374,1526,1374,1457,1764,1457,1764,1526
192,2569,192,2514,425,2514,425,2569
2769,1537,2769,1495,2853,1495,2853,1537
