461,600,461,501,595,501,595,600
1690,1057,1690,912,2026,912,2026,1057
1567,811,1567,573,2795,573,2795,811
1168,1548,1168,1413,1386,1413,1386,1548
2354,1026,2354,884,2611,884,2611,1026
404,1410,404,1130,1449,1130,1449,1410
356,1586,356,1445,1102,1445,1102,1586
1837,1646,1837,1447,2508,1447,2508,1646
2913,803,2913,633,3704,633,3704,803
2501,1335,2501,1083,4012,1083,4012,1335
3072,1799,3072,1621,3762,1621,3762,1799
424,1859,424,1676,1216,1676,1216,1859
2595,2264,2595,2032,3651,2032,3651,2264
3618,2270,3618,2104,4185,2104,4185,2270
