1995,2984,1995,2779,2670,2779,2670,2984
1971,3855,1971,3662,2626,3662,2626,3855
2264,883,2264,646,2945,646,2945,883
990,1389,990,1176,1598,1176,1598,1389
1400,927,1400,703,2069,703,2069,927
1431,1482,1431,1398,1571,1398,1571,1482
936,1785,936,1560,1545,1560,1545,1785
1866,1025,1866,938,2013,938,2013,1025
1987,3225,1987,3081,2652,3081,2652,3225
1005,1496,1005,1421,1396,1421,1396,1496
1546,1874,1415,1874,1415,1792,1546,1792
2283,1569,2283,1404,2784,1404,2784,1569
2319,995,2319,904,2740,904,2740,995
1991,3543,1991,3361,2617,3361,2617,3543
2758,982,2758,889,2896,889,2896,982
933,1883,933,1804,1367,1804,1367,1883
1446,1048,1446,954,1810,954,1810,1048
