445,100,354,100,354,73,445,73
615,104,499,104,499,75,615,75
35,185,18,185,18,107,35,107
288,101,192,101,192,76,288,76
201,118,201,104,252,104,252,118
509,127,509,111,569,111,569,127
118,119,67,119,67,105,118,105
151,40,66,40,66,25,151,25
446,153,417,153,417,131,446,131
608,127,579,127,579,108,608,108
412,118,359,118,359,102,412,102
285,154,256,154,256,133,285,133
439,116,420,116,420,103,439,103
153,153,119,153,119,131,153,131
225,153,193,153,193,134,225,134
280,118,260,118,260,106,280,106
383,153,355,153,355,132,383,132
125,119,125,105,145,105,145,119
92,152,61,152,61,133,92,133
