2777,1429,2777,1350,2918,1350,2918,1429
641,1960,641,1856,1191,1856,1191,1960
1547,1960,1251,1960,1251,1854,1547,1854
2810,1664,2810,1509,3466,1509,3466,1664
919,1321,919,1183,1401,1183,1401,1321
2794,1329,2794,1190,3442,1190,3442,1329
2785,1981,2785,1861,3192,1861,3192,1981
3517,1669,3517,1577,3758,1577,3758,1669
948,1423,948,1333,1177,1333,1177,1423
1455,1325,1455,1238,1705,1238,1705,1325
3242,1967,3242,1884,3849,1884,3849,1967
3398,1773,3254,1773,3254,1690,3398,1690
2954,1427,2954,1358,3194,1358,3194,1427
1577,1965,1577,1891,1740,1891,1740,1965
929,1640,929,1522,1395,1522,1395,1640
1224,1416,1224,1340,1303,1340,1303,1416
1207,1753,1207,1674,1307,1674,1307,1753
