1419,723,1419,664,1623,664,1623,723
991,1000,991,970,1211,970,1211,1000
1245,763,1158,763,1158,733,1245,733
1782,885,1712,885,1712,860,1782,860
1346,763,1261,763,1261,733,1346,733
991,867,991,800,1218,800,1218,867
1585,889,1585,862,1702,862,1702,889
1135,727,1135,673,1355,673,1355,727
1574,853,1574,795,1780,795,1780,853
1689,990,1689,962,1783,962,1783,990
1576,957,1576,898,1789,898,1789,957
1364,1846,1257,1846,1257,1806,1364,1806
991,966,991,911,1216,911,1216,966
1399,1013,1399,991,1466,991,1466,1013
