1034,1230,1034,1201,1136,1201,1136,1230
1820,1061,1820,1024,1923,1024,1923,1061
920,816,920,727,1193,727,1193,816
1601,1016,1601,923,1924,923,1924,1016
1601,1164,1601,1085,1912,1085,1912,1164
1026,1190,1026,1131,1249,1131,1249,1190
1626,1209,1626,1168,1723,1168,1723,1209
1081,862,1081,822,1190,822,1190,862
912,860,912,821,1063,821,1063,860
1144,1227,1144,1199,1227,1199,1227,1227
1590,1059,1590,1024,1807,1024,1807,1059
1745,1212,1745,1169,1892,1169,1892,1212
1174,1078,1174,1015,1369,1015,1369,1078
