1532,786,1532,730,1736,730,1736,786
1149,563,1149,477,1416,477,1416,563
1546,636,1546,579,1722,579,1722,636
2217,1795,2217,1741,2417,1741,2417,1795
1841,1915,1841,1795,1863,1795,1863,1915
1860,705,1860,630,2128,630,2128,705
1758,1914,1758,1789,1804,1789,1804,1914
1267,741,1177,741,1177,713,1267,713
1141,703,1141,627,1414,627,1414,703
1372,741,1280,741,1280,713,1372,713
1168,599,1168,565,1277,565,1277,599
2283,1707,2283,1673,2398,1673,2398,1707
1879,749,1879,713,2120,713,2120,749
750,95,750,74,826,74,826,95
1540,825,1540,796,1634,796,1634,825
738,66,738,28,802,28,802,66
430,34,430,2,547,2,547,34
1728,825,1643,825,1643,794,1728,794
1293,600,1293,564,1394,564,1394,600
894,137,862,137,862,112,894,112
