520,2617,520,2407,1181,2407,1181,2617
1231,2357,1231,2234,1340,2234,1340,2357
1728,2663,1728,2447,2516,2447,2516,2663
1655,2972,1344,2972,1344,2863,1655,2863
766,2365,766,2233,1119,2233,1119,2365
1665,2246,1665,2006,2488,2006,2488,2246
2282,2395,2282,2267,2471,2267,2471,2395
1810,2849,1810,2686,2189,2686,2189,2849
689,2202,689,1992,1431,1992,1431,2202
2228,2824,2228,2702,2467,2702,2467,2824
258,116,258,71,422,71,422,116
876,304,876,261,1120,261,1120,304
1721,2370,1721,2259,2225,2259,2225,2370
495,2765,495,2662,851,2662,851,2765
