2057,622,2057,554,2298,554,2298,622
1656,576,1656,520,1822,520,1822,576
1671,1541,1574,1541,1574,1524,1671,1524
1532,361,1532,299,1746,299,1746,361
1771,1544,1682,1544,1682,1521,1771,1521
1550,686,1550,635,1744,635,1744,686
1633,400,1552,400,1552,371,1633,371
1871,358,1871,294,2087,294,2087,358
2203,521,2203,491,2282,491,2282,521
2048,484,2048,414,2283,414,2283,484
1734,719,1669,719,1669,692,1734,692
1742,399,1667,399,1667,370,1742,370
2205,665,2205,628,2289,628,2289,665
1391,346,1347,346,1347,301,1391,301
2088,667,2088,630,2168,630,2168,667
1558,722,1558,691,1633,691,1633,722
1751,1509,1588,1509,1588,1449,1751,1449
