486,179,462,179,462,158,486,158
68,179,68,154,142,154,142,179
370,191,339,191,339,174,370,174
75,190,75,179,109,179,109,190
582,371,554,371,554,346,582,346
388,189,374,189,374,179,388,179
120,207,101,207,101,197,120,197
192,180,192,169,230,169,230,180
367,371,367,355,427,355,427,371
168,346,128,346,128,327,168,327
264,178,237,178,237,169,264,169
320,156,320,133,402,133,402,156
385,377,366,377,366,372,385,372
267,168,188,168,188,145,267,145
348,122,319,122,319,102,348,102
135,187,114,187,114,178,135,178
215,134,188,134,188,115,215,115
404,168,375,168,375,158,404,158
323,170,323,159,364,159,364,170
252,198,233,198,233,187,252,187
95,144,67,144,67,125,95,125
579,376,559,376,559,370,579,370
205,199,205,185,228,185,228,199
