2877,2388,2877,2218,3204,2218,3204,2388
1209,1266,1209,1168,2108,1168,2108,1266
1148,2587,1148,2415,1518,2415,1518,2587
2598,1374,2598,1132,3104,1132,3104,1374
3319,2344,3319,2109,3792,2109,3792,2344
2457,1176,2457,759,3427,759,3427,1176
873,1265,873,1145,991,1145,991,1265
2492,2439,2492,2249,2770,2249,2770,2439
1182,1416,1182,992,2129,992,2129,1416
1665,2526,1665,2375,1930,2375,1930,2526
3941,732,3803,732,3803,600,3941,600
1087,2367,1087,2015,2063,2015,2063,2367
3167,1253,3167,1091,3368,1091,3368,1253
1939,1719,1939,1626,2592,1626,2592,1719
1182,1536,1182,1451,1751,1451,1751,1536
1839,1473,1839,1320,2032,1320,2032,1473
