1440,638,1440,585,1615,585,1615,638
1708,651,1708,609,1846,609,1846,651
1931,627,1931,574,2127,574,2127,627
1797,434,1797,380,1987,380,1987,434
1527,663,1450,663,1450,640,1527,640
1446,550,1446,495,1618,495,1618,550
1549,582,1441,582,1441,552,1549,552
1565,439,1565,389,1740,389,1740,439
2118,653,2042,653,2042,630,2118,630
1714,583,1714,544,1837,544,1837,583
1533,662,1533,639,1597,639,1597,662
1979,1459,1979,1375,2010,1375,2010,1459
1931,542,1931,486,2115,486,2115,542
1675,464,1574,464,1574,439,1675,439
2031,656,1951,656,1951,629,2031,629
