3233,1443,3121,1443,3121,1360,3233,1360
1009,1393,1009,1304,1110,1304,1110,1393
986,2437,986,2265,2092,2265,2092,2437
1497,1756,1073,1756,1073,1649,1497,1649
2455,1660,2455,1476,3112,1476,3112,1660
2691,1938,2691,1821,2955,1821,2955,1938
2434,1798,2434,1687,2894,1687,2894,1798
1503,1913,1215,1913,1215,1785,1503,1785
1915,2027,1915,1919,2310,1919,2310,2027
2950,1790,2950,1689,3109,1689,3109,1790
2156,2461,2156,2283,3189,2283,3189,2461
1543,2180,1543,2117,1770,2117,1770,2180
1081,1641,1081,1454,1767,1454,1767,1641
1742,1765,1582,1765,1582,1658,1742,1658
