756,1800,756,1572,1410,1572,1410,1800
2154,1837,2154,1608,2803,1608,2803,1837
754,1264,754,1125,880,1125,880,1264
2288,2143,2288,1999,2650,1999,2650,2143
1456,1535,1456,1423,1876,1423,1876,1535
2157,1418,2157,1261,2512,1261,2512,1418
1595,1928,1595,1785,1983,1785,1983,1928
867,2104,867,1981,1236,1981,1236,2104
2166,1987,2166,1853,2579,1853,2579,1987
737,1955,737,1840,1200,1840,1200,1955
1482,1401,1482,1174,2106,1174,2106,1401
2598,2444,2598,2304,2831,2304,2831,2444
2638,1981,2638,1859,2793,1859,2793,1981
