1663,736,1663,651,1760,651,1760,736
1914,1579,1914,1477,2131,1477,2131,1579
3816,2952,3816,2901,4073,2901,4073,2952
2719,952,2719,850,2992,850,2992,952
2635,822,2635,651,3198,651,3198,822
3028,940,3028,852,3151,852,3151,940
3307,1561,3101,1561,3101,1473,3307,1473
2867,1565,2867,1479,3044,1479,3044,1565
1901,834,1901,695,2450,695,2450,834
2213,1569,2213,1486,2354,1486,2354,1569
2285,961,2285,866,2395,866,2395,961
2669,1568,2669,1469,2830,1469,2830,1568
1893,967,1893,874,2239,874,2239,967
2336,1173,2336,1060,2736,1060,2736,1173
1861,1449,1861,1284,2401,1284,2401,1449
